,person,gender,age,income,age_segment,income_segment
63389,9e8e79d141d743559be1aebceb0a9261,Unknown,55.0,64000.0,Middle Age,Medium Income
63392,835be7d521dd4165a8c176ab92d629f5,M,42.0,61000.0,Middle Age,Medium Income
63396,b48f59b8e9484391ac69850081e599c1,F,75.0,87000.0,Senior,High Income
63398,db3edb3c3efa43aaaefc1b0fc57d8440,F,58.0,64000.0,Middle Age,Medium Income
63399,40c15d841bd9499f885a2b485fcb689a,M,37.0,38000.0,Middle Age,Low Income
63401,325537b6384f433faa01da3fda84e1c1,F,84.0,109000.0,Senior,High Income
63422,84730da684cd4f548aee95ea4674bd17,Unknown,55.0,64000.0,Middle Age,Medium Income
63427,e07c9847692b45d59c8ed81104f245fb,M,62.0,88000.0,Senior,High Income
63444,9c630a9e215d4ecaa7966f0b2b0f701a,M,21.0,75000.0,Young,Medium Income
63449,ee7a02c5a1d74b3cb9aba64202c8c013,M,31.0,55000.0,Young,Medium Income
63458,79b2c9f9c4274d91a577d598df60d17f,Unknown,55.0,64000.0,Middle Age,Medium Income
63459,b02d6369b458411aa0bbf3eb632ad4fe,M,69.0,101000.0,Senior,High Income
63481,65d7ea412761456a9f1878ddd1d1cee6,M,51.0,53000.0,Middle Age,Medium Income
63504,9d4bc1fd09e64e3abc95fa5ac4360ebe,M,53.0,62000.0,Middle Age,Medium Income
63513,b367b8304c07429986bc390d4d24c320,M,38.0,92000.0,Middle Age,High Income
63523,63d80d59c27a4f89bc3a9d5ad28bebe6,M,65.0,89000.0,Senior,High Income
63530,b8725275fd214d7ab37d31d365866d54,M,69.0,84000.0,Senior,High Income
63535,66fe4f4db59647d7adacba5ae780590f,F,58.0,77000.0,Middle Age,Medium Income
63545,b72b74ce11254d309e8c93a47ed51032,M,48.0,60000.0,Middle Age,Medium Income
63547,dc134e4b6c0944cebabd863d28f628e7,M,80.0,61000.0,Senior,Medium Income
63551,c19ec36d877b4adfb6f33825924b14ca,F,81.0,116000.0,Senior,High Income
63555,41fb0042a8cf41799cbdba83425478a1,M,20.0,38000.0,Young,Low Income
63556,7cbb10262ba7413da4d733b919d9c11d,M,31.0,68000.0,Young,Medium Income
63558,a0a5f5a4a5e449ad8fb7b922684dfff9,M,84.0,78000.0,Senior,Medium Income
63565,291846e5c1564e708c4f0b3a1e251dd7,F,84.0,35000.0,Senior,Low Income
63568,b5d1901e10154cb89cc511d11404b65a,M,58.0,60000.0,Middle Age,Medium Income
63576,f5d31009d87f411091be6b7d008564cf,F,44.0,60000.0,Middle Age,Medium Income
63595,da942f5df8ec4e008c009b783142db97,M,43.0,42000.0,Middle Age,Low Income
63597,7d69e7992a9643a28c7a0ff78e250201,F,79.0,77000.0,Senior,Medium Income
63609,21a5e7ee56c742308fdc0f33a86ba500,F,61.0,92000.0,Senior,High Income
63610,876d0b304eca45a496e7fcdc8e37af02,F,76.0,102000.0,Senior,High Income
63614,494878fa78c34b3190387f5a989c9d47,M,25.0,68000.0,Young,Medium Income
63626,4aa52739e1e44cc48133aab0e9e594f8,F,68.0,57000.0,Senior,Medium Income
63630,a4e8ffac73b24dc7b1836b56139dd47a,M,84.0,96000.0,Senior,High Income
63635,0c2ade08c3324036901605a050fc3c69,M,48.0,37000.0,Middle Age,Low Income
63636,bb9e58e712404f8caa0105bbae0c6edb,M,67.0,35000.0,Senior,Low Income
63641,bedd9893e7e9479c9e4cbcdf4b0ad6d2,M,53.0,105000.0,Middle Age,High Income
63646,5364a900796543c08f90984f8d6880a1,M,55.0,55000.0,Middle Age,Medium Income
63650,da92e3a709964e70a1bdf0375ac3e80a,M,40.0,73000.0,Middle Age,Medium Income
63651,56a0b671fa0347beb8b60011a15800aa,Unknown,55.0,64000.0,Middle Age,Medium Income
63685,c05efe90da0d4d2f9ea66f178e0534e9,M,37.0,35000.0,Middle Age,Low Income
63698,a7a0d8c4d2644519bd8f5dffcb7a7efb,M,35.0,34000.0,Middle Age,Low Income
63704,cb2731206ba14af0923483f7a447087e,M,56.0,68000.0,Middle Age,Medium Income
63778,f0c6c6a4fd6e485ca767ac21a78fb4af,M,18.0,41000.0,Young,Low Income
63780,c9171195c1a249bc9d7d86daa8c92457,M,46.0,34000.0,Middle Age,Low Income
63787,a2b2d8659d794d55809fba48aa1ae60a,F,58.0,70000.0,Middle Age,Medium Income
63788,0d1f4bc41883493ba6f72af2485bab65,M,62.0,111000.0,Senior,High Income
63802,b6d81a7cd7154f7d8155b3351fb514cd,M,53.0,111000.0,Middle Age,High Income
63803,c5c2e3b743034d66ba0839b6f9540892,F,51.0,101000.0,Middle Age,High Income
63811,fcbb8fcc95bb4e2eaf2b3db20dd7e86e,Unknown,55.0,64000.0,Middle Age,Medium Income
63819,28c0952297a3447f9a067d65469270b3,Unknown,55.0,64000.0,Middle Age,Medium Income
63821,3bf266ed72ec4b73a84d8f7029f0fb72,M,30.0,31000.0,Young,Low Income
63841,ce7d52939ba947d6be911e3df0e4983c,M,97.0,81000.0,Senior,High Income
63843,fcc43e232f794e639bc3185272353566,M,39.0,61000.0,Middle Age,Medium Income
63873,461fbe5e921044c9a31b1cd5cf27c4a6,M,59.0,53000.0,Middle Age,Medium Income
63875,8c6b2a81cb294c28b740e9c459ab7767,F,58.0,97000.0,Middle Age,High Income
63877,cd56e78d6c2f4085bb8f53461ce80180,F,91.0,53000.0,Senior,Medium Income
63888,833e4bee0440486b91100263e4d4f53b,M,36.0,75000.0,Middle Age,Medium Income
63899,97eaf64c50114ced8360ab029cf6830d,F,50.0,56000.0,Middle Age,Medium Income
63902,3db080837a5f4137aeb5cab01f739866,Unknown,55.0,64000.0,Middle Age,Medium Income
63918,7941f95f04c6481695b764fd8c0ebeb0,F,62.0,84000.0,Senior,High Income
63928,e6d423844f574a40891556cc89424093,M,65.0,55000.0,Senior,Medium Income
63932,99129a5d44304888a2156e5c923cfed6,M,56.0,39000.0,Middle Age,Low Income
63933,e44d3bde10b147568f9c11fb0414abf5,F,57.0,99000.0,Middle Age,High Income
63939,32abe62781144404b03c19c1c4696d6e,F,55.0,99000.0,Middle Age,High Income
63941,192099bfe35c4712bf91333009d9d108,F,36.0,45000.0,Middle Age,Low Income
63948,fe4a5bb889e74c70960e7f30761150fb,M,53.0,61000.0,Middle Age,Medium Income
63961,681e7f69b5084b7cb96529ac67513f23,Unknown,55.0,64000.0,Middle Age,Medium Income
63965,861917423ae744b694e28a0353b7d3ac,M,45.0,50000.0,Middle Age,Medium Income
63970,385bcabcfd854890b8fa60d58971ed0e,M,87.0,36000.0,Senior,Low Income
63972,e10394a1fbde4178b16b3209a0278d2a,M,53.0,51000.0,Middle Age,Medium Income
63985,6ac3a35e06d848e9b02ec09e74d1ff7b,M,33.0,53000.0,Young,Medium Income
63992,ed913dfc322d4f62988b2a45be7dada3,M,55.0,51000.0,Middle Age,Medium Income
63993,cfefa4c2c2aa40a196f392e43eb5eeed,F,61.0,59000.0,Senior,Medium Income
64003,ed851c7728e34d21854a3ece16c3417a,Unknown,55.0,64000.0,Middle Age,Medium Income
64006,1853362ad12c41bc8d7fefc8bafbe90a,F,58.0,52000.0,Middle Age,Medium Income
64015,e25754f8d8734767a72b23e2e6d4d19c,M,23.0,32000.0,Young,Low Income
64034,66897badf9c641d1925af5fdbefe1308,M,28.0,72000.0,Young,Medium Income
64035,d591f9979ae641a6ba3f12c3b2036a9b,F,81.0,92000.0,Senior,High Income
64048,e5f295e0662e4fee80bc7843231c32a4,F,57.0,85000.0,Middle Age,High Income
64056,0e1c6bc99dc34d8d82d7a0048de8501e,M,51.0,38000.0,Middle Age,Low Income
64075,f92d8e8c8055406ea37c07b77ce505db,M,82.0,76000.0,Senior,Medium Income
64077,6e2848db7c654376ad1da5616bba5395,M,19.0,39000.0,Young,Low Income
64094,6ae9d756b8674a1989c93d361bc226e9,M,61.0,92000.0,Senior,High Income
64101,8a647583b38f4397a8870b70eaefcc08,Unknown,55.0,64000.0,Middle Age,Medium Income
64104,239f99fbeec1414482a02223af0e9702,F,40.0,72000.0,Middle Age,Medium Income
64107,17d196b8409e49269702efcca3a90153,M,41.0,42000.0,Middle Age,Low Income
64115,f06432a601ca49a2b2ab4b574db47d77,F,65.0,63000.0,Senior,Medium Income
64118,3b56ff4480254568aae59542e420463c,F,84.0,71000.0,Senior,Medium Income
64126,597ebda5954741909a583df17c61c94b,F,61.0,94000.0,Senior,High Income
64138,8a9802d7d16a4e4f90aaf35cb40998d5,M,68.0,37000.0,Senior,Low Income
64143,84333d7042914c2b97fa9f9b0a1a4e4b,F,55.0,48000.0,Middle Age,Low Income
64144,97296640114045da9189590d8b65ba1b,F,70.0,84000.0,Senior,High Income
64147,d66f572de8014c5b82131a5bd2eb4d25,Unknown,55.0,64000.0,Middle Age,Medium Income
64149,0a570779782948acb54f2f8e31a49c21,M,57.0,63000.0,Middle Age,Medium Income
64153,3c8d541112a74af99e88abbd0692f00e,M,77.0,97000.0,Senior,High Income
64168,8a7df45d2a2c472aaba9c652d1b8c65d,F,38.0,75000.0,Middle Age,Medium Income
64181,a8dd247323774908ba7e9fdb3cf7cfec,F,63.0,36000.0,Senior,Low Income
64190,fb17d322628a455493f942d1b8d6c808,Unknown,55.0,64000.0,Middle Age,Medium Income
64204,db48f200f10b4289912cac904a0b37d2,M,26.0,46000.0,Young,Low Income
64207,d43f8d4343e74f758058cd8b38f1c5aa,M,20.0,30000.0,Young,Low Income
64211,6f4dce8dbb044c0eb773d40fb2604bc3,F,35.0,31000.0,Middle Age,Low Income
64220,a44918e773f24397ab2c5e3dfb2207ca,F,60.0,109000.0,Senior,High Income
64225,51dc61d8c3d04328b36984d6817f73d6,M,23.0,40000.0,Young,Low Income
64239,5fdd893c9bed4baa89e1439c3f2a4348,M,37.0,57000.0,Middle Age,Medium Income
64241,460d98ce023d4352b296a8c348b16af8,F,34.0,34000.0,Young,Low Income
64245,de66a1379276494ca24ca63779aa2bf3,F,62.0,35000.0,Senior,Low Income
64255,23546fb2449845b6b5a09bd9d33e900c,F,19.0,58000.0,Young,Medium Income
64269,840c0482bdef409e80de947eb97c5355,M,39.0,35000.0,Middle Age,Low Income
64283,09d4dc01d9d74d5d87f8b537f2e248b4,F,73.0,62000.0,Senior,Medium Income
64284,210fe4b56f4c4e868cebde8685add8d9,M,30.0,61000.0,Young,Medium Income
64289,39b5141021e94f5ab6ac11139e61b582,F,53.0,42000.0,Middle Age,Low Income
64301,9bf2feb2b3ba4c439b040a257b71edb1,F,52.0,94000.0,Middle Age,High Income
64316,358ac3d8f34c424a88d08e18505b606b,F,72.0,54000.0,Senior,Medium Income
64324,c72a75cff4fa4576b91b3e355802b700,M,62.0,54000.0,Senior,Medium Income
64328,6e6ab84f8a074fb38a69234134785b92,M,62.0,88000.0,Senior,High Income
64332,44c9de00cece4d7bbbd50fc8f0858131,M,76.0,68000.0,Senior,Medium Income
64339,ddf9d5af49294c7e84b66e63183dc3cb,M,20.0,46000.0,Young,Low Income
64361,0982f641668e470d9946a58b8c3ccb88,M,26.0,61000.0,Young,Medium Income
64362,585c5622c6344b8cb9f9ce80157b8776,M,83.0,75000.0,Senior,Medium Income
64375,ddc40b150dc54a94aa92f1ad491a39d0,M,82.0,77000.0,Senior,Medium Income
64378,b95e05600e9e4162b69d28cc9dac70e0,Unknown,55.0,64000.0,Middle Age,Medium Income
64380,6224a7eb6b984e218c0c5e8107caf548,Unknown,55.0,64000.0,Middle Age,Medium Income
64394,55aff3035b87496c91b2e916ab120dfd,M,52.0,87000.0,Middle Age,High Income
64395,08f5b62adc9143de953cf983f435536b,F,61.0,56000.0,Senior,Medium Income
64401,6a48b513dabb4424b82b27ddf5609cf8,F,76.0,62000.0,Senior,Medium Income
64420,3d6ae9ec18294a539edf597fb57afc26,M,83.0,100000.0,Senior,High Income
64430,50614e5122744402ab4d1c0f158c0c05,F,81.0,54000.0,Senior,Medium Income
64434,6eedf99e00464397b518a54ee6ebe0e6,F,64.0,79000.0,Senior,Medium Income
64452,8d96c3ad478243dc85d2767d65458372,M,44.0,48000.0,Middle Age,Low Income
64463,e494148518a34e9d977b9ba6005f399e,M,89.0,56000.0,Senior,Medium Income
64466,cb294611652a4570ad79eb61cffd5e9b,F,44.0,52000.0,Middle Age,Medium Income
64469,b544672b0aa64c979eaa0e63ce662b61,F,83.0,64000.0,Senior,Medium Income
64495,cf6b3e981a884ea885d876fec1f1831c,F,72.0,57000.0,Senior,Medium Income
64500,cc479afdec8c4eca886f511ab031b915,M,63.0,47000.0,Senior,Low Income
64501,638940b23fa540c69cbe92c000b0ff70,M,50.0,68000.0,Middle Age,Medium Income
64524,eb1ebe497d654c17b2fa99e40eb3d2d0,F,64.0,93000.0,Senior,High Income
64537,7f0d9541dc284bb5b390c863644f04cd,F,34.0,75000.0,Young,Medium Income
64540,df283daf6eed4fb48bb1ca263f5283dd,F,51.0,79000.0,Middle Age,Medium Income
64542,6d645153138f49cc8adf6bc2abde35ab,M,57.0,71000.0,Middle Age,Medium Income
64548,b407f333c549478b9ea0336e2db4bfa5,M,37.0,53000.0,Middle Age,Medium Income
64549,d2ad5e6eadd24abbb98157d2b267b120,F,79.0,72000.0,Senior,Medium Income
64552,136a0b14cb2c42faa5a7492eb43480c5,Unknown,55.0,64000.0,Middle Age,Medium Income
64567,78166a12fb3f42aaac271b75fc2361e0,Unknown,55.0,64000.0,Middle Age,Medium Income
64568,1912954c9e4e455a832078c4452004ba,M,54.0,37000.0,Middle Age,Low Income
64576,8c7874ebd0514c6aaff6577c5cd8e873,F,69.0,36000.0,Senior,Low Income
64589,d18070f6b5d64907b1ffbbb8ae72e6c0,Unknown,55.0,64000.0,Middle Age,Medium Income
64594,df3abeb81a864e45a7869353d63cb136,Unknown,55.0,64000.0,Middle Age,Medium Income
64600,6b9147327e3f48c7bdfa531ed522bb48,M,39.0,50000.0,Middle Age,Medium Income
64602,430f2cedb60c4585bda4c36106db73d5,F,63.0,95000.0,Senior,High Income
64627,e7d5895029ec4bbe859a9bf13a0ff13a,F,87.0,76000.0,Senior,Medium Income
64652,ad733e0dfb4a41c7a5f667ffe726c7a5,F,38.0,72000.0,Middle Age,Medium Income
64654,6267231eea784a4d9a938d742b8d93ab,Unknown,55.0,64000.0,Middle Age,Medium Income
64670,b7e2d5ab4ab24229bf1aa74f2b2eeb4d,F,70.0,83000.0,Senior,High Income
64680,dc7153b106e549d2810efc5deb2c7bf3,M,55.0,72000.0,Middle Age,Medium Income
64683,e9b06d3e0b0e4aa1bf5da8d9e11dcde0,F,77.0,74000.0,Senior,Medium Income
64696,0a5cf2f85cab44efbb4124d5410ee671,Unknown,55.0,64000.0,Middle Age,Medium Income
64701,8d27d325402c409e80cc703d04b19409,F,20.0,63000.0,Young,Medium Income
64702,bab315daf3ae44739ae7da7ea2041514,M,53.0,69000.0,Middle Age,Medium Income
64711,6de30e8fd97447cd9cf5adc41ddf0c88,M,60.0,68000.0,Senior,Medium Income
64715,20c24058cc124023bdd454eae5228357,F,52.0,68000.0,Middle Age,Medium Income
64721,d1f47be68ca949a88293e430ca7f60b5,Unknown,55.0,64000.0,Middle Age,Medium Income
64728,2e56213da1ac44589157403972927ce6,Unknown,55.0,64000.0,Middle Age,Medium Income
64739,b52302342d674c9784218a66bf550cca,F,59.0,103000.0,Middle Age,High Income
64740,46e3831f06254440a99bf4c371e378ff,M,40.0,49000.0,Middle Age,Low Income
64754,5c7c87fe62614cef84805e832e322874,M,25.0,56000.0,Young,Medium Income
64761,17b2c631360648afa044912d9959615f,M,75.0,98000.0,Senior,High Income
64764,f6540770edbb4de589eb5d0c9054e99a,M,75.0,50000.0,Senior,Medium Income
64766,a37ef87a1322462a979924829b3e747b,F,61.0,105000.0,Senior,High Income
64771,7c96df2772e7475dbc39fdb0137635af,M,52.0,93000.0,Middle Age,High Income
64779,f6dfb4b431c840ccacbc3e4c8b0f9049,Unknown,55.0,64000.0,Middle Age,Medium Income
64784,7200dd171ed4422bb27cd6a46c40d189,M,57.0,85000.0,Middle Age,High Income
64792,e802278d63194b90bda810e39f42b55c,M,52.0,53000.0,Middle Age,Medium Income
64794,3c3b4bfed4214419902f08ba81910bb5,M,38.0,71000.0,Middle Age,Medium Income
64800,1a85ed00b630425aba646b057c6b0f18,M,21.0,47000.0,Young,Low Income
64808,663c5a9d7fed499d97b23b514137fecd,F,34.0,38000.0,Young,Low Income
64809,52704c4866eb46ea950b7bdd9812142c,Unknown,55.0,64000.0,Middle Age,Medium Income
64810,0799a98aeb994b8d9a719deccd90ed39,M,19.0,42000.0,Young,Low Income
64817,112b5ae4463b41acac4d1a10fcefe67b,M,88.0,64000.0,Senior,Medium Income
64823,98b25c8567dd41a0bf9a08de619c06d6,M,78.0,46000.0,Senior,Low Income
64848,7713b9dfc90f4570a6eab57cf64191b9,Unknown,55.0,64000.0,Middle Age,Medium Income
64864,962f601c1d214f1db8bdc0a62733b92f,M,35.0,45000.0,Middle Age,Low Income
64878,1166e30906394c4dba2e6dfa7cd7b465,M,68.0,79000.0,Senior,Medium Income
64903,d4821a5e60674cceaee0d2df7b46b7cf,F,49.0,57000.0,Middle Age,Medium Income
64907,f7b94dcbd76348d9a2fcaf3395a7c7f0,M,42.0,32000.0,Middle Age,Low Income
64911,aaef2ef4d56848d496b6aa61f143f699,Unknown,55.0,64000.0,Middle Age,Medium Income
64931,00fdd4416dec40b49180814c0a7c8d76,M,55.0,104000.0,Middle Age,High Income
64938,4394b8bc2235422dbdeb3cdc4908b6c1,F,22.0,40000.0,Young,Low Income
64939,79916dbaccb643f1af5b3c8cf8e729b2,F,72.0,60000.0,Senior,Medium Income
64945,59393ca60d444709b6051c43c98fb66e,M,82.0,43000.0,Senior,Low Income
64947,b0b1e2ad49f14bc78dfc7a6e028ad0a5,F,68.0,118000.0,Senior,High Income
64952,ae5d734b4970435cbdc30f7482ac6922,F,56.0,67000.0,Middle Age,Medium Income
64953,905c7b26eac2451b9b1f0ebc7be8b9fd,M,37.0,51000.0,Middle Age,Medium Income
64972,e92c066a94254377a9d931033a4ae260,M,60.0,88000.0,Senior,High Income
64976,6d1ebb4a12294423ae8511092abe9db8,M,60.0,64000.0,Senior,Medium Income
64987,d4595de036fe4a829708c556922334c4,M,76.0,62000.0,Senior,Medium Income
65006,02db8af535e54416a01aff51836d166f,M,73.0,30000.0,Senior,Low Income
65009,d93690d1b7fe44ebad172e0686bb3d51,M,29.0,33000.0,Young,Low Income
65013,91b4ffda0b294d6eb73aab7658960733,M,36.0,33000.0,Middle Age,Low Income
65015,cc6c8e723ea549debd8b538cdb250906,F,74.0,89000.0,Senior,High Income
65021,6b1c9e0cc8a54186a4129131a1726738,M,65.0,100000.0,Senior,High Income
65026,bc3694dd6a25450ca80f4d4a60719236,M,47.0,38000.0,Middle Age,Low Income
65028,4567e14c0ed14bb6b68405dc523a0424,F,39.0,55000.0,Middle Age,Medium Income
65035,b9d7e4d189ef426d8d27a29a4df24363,Unknown,55.0,64000.0,Middle Age,Medium Income
65064,197de214500b4cd5ad8b4a01b2a53cf4,M,32.0,47000.0,Young,Low Income
65065,2651464d36074e03b8b24dde90574381,Unknown,55.0,64000.0,Middle Age,Medium Income
65073,553a8dee90b6460c8470b37da533cf12,M,73.0,69000.0,Senior,Medium Income
65091,5a29a79ecd3d42df9b1ae8d332452780,F,65.0,89000.0,Senior,High Income
65093,3b3587f4f23240dcb20b871d7e02de27,F,48.0,56000.0,Middle Age,Medium Income
65097,e8b20555648a48e3a8632e16485491c0,F,74.0,82000.0,Senior,High Income
65107,751048788026442e9229ea6d510d638a,M,40.0,66000.0,Middle Age,Medium Income
65136,220b8961b1824689a570c6767311fc8b,F,81.0,87000.0,Senior,High Income
65141,148756e9c5ef42219e3e8acf7c35d608,F,49.0,100000.0,Middle Age,High Income
65151,281c7fdffd2b4b3eb4662a3b0039b197,F,72.0,63000.0,Senior,Medium Income
65160,149712de2ae24c219b992cb3a5f432bc,F,30.0,33000.0,Young,Low Income
65163,99bab80d141440859b6e09bf4fd9bda9,M,47.0,34000.0,Middle Age,Low Income
65165,93e94d8dbd854a618de2b275119cd76b,M,20.0,57000.0,Young,Medium Income
65166,4f922af2b5da42cf9d6dafa0a95fc0ac,Unknown,55.0,64000.0,Middle Age,Medium Income
65181,1985ab106b354a9792bfa699ab62955f,F,61.0,60000.0,Senior,Medium Income
65182,aee8cae3f1a345128f3b3612e4d529dd,F,73.0,101000.0,Senior,High Income
65186,58b9dc870d07463398df595e9ca6b98c,M,26.0,65000.0,Young,Medium Income
65188,45fa90832abf45f09b92fbb6826bf9ed,F,72.0,77000.0,Senior,Medium Income
65191,156e898fd57b431683d6e72e4ab6eb9c,M,63.0,100000.0,Senior,High Income
65192,f09de4c8c9a04232ae23b203cdfecc47,M,64.0,40000.0,Senior,Low Income
65203,cf94d1e2bdfe4be297c5f31c50d19ec7,Unknown,55.0,64000.0,Middle Age,Medium Income
65214,dffb8f8da9ef4f5db279e52bb43835af,M,48.0,79000.0,Middle Age,Medium Income
65215,0d5b03d6662f4a789fa24f8383ace671,M,52.0,56000.0,Middle Age,Medium Income
65226,5a8dadc611394cd1af9692424b090824,Unknown,55.0,64000.0,Middle Age,Medium Income
65229,b476230f34634b029c8db93856f1fb22,F,70.0,81000.0,Senior,High Income
65238,a8ccd6ff75c44141805f9e0a617534bc,F,55.0,74000.0,Middle Age,Medium Income
65269,4496f97242ac4fd19d0acbc30bdbe137,F,66.0,63000.0,Senior,Medium Income
65273,92bbabed0331408998d8c57ff2cdba68,F,61.0,96000.0,Senior,High Income
65277,61291f66800945ed98b66c9f656fb2de,Unknown,55.0,64000.0,Middle Age,Medium Income
65283,7763d39cfc854962be19b6969cc01f16,F,90.0,79000.0,Senior,Medium Income
65287,463c1a5a56ab49249ebc2963f82e6271,M,66.0,118000.0,Senior,High Income
65291,a44656a90dc345f9a15a1a56aa5df1a7,M,78.0,79000.0,Senior,Medium Income
65296,2427b30ffe91466dbb0189aa74c64253,M,57.0,80000.0,Middle Age,High Income
65302,d0ef0a78fe33476db4032b3282f445cb,F,59.0,32000.0,Middle Age,Low Income
65304,c93d88f92fbb4ccdb743bbd72a6f7a4f,F,71.0,88000.0,Senior,High Income
65327,6e765b58b2414b1ea6617af14aa8c42f,Unknown,55.0,64000.0,Middle Age,Medium Income
65333,db1805ed333844978e8b46ed3e4643ae,M,57.0,60000.0,Middle Age,Medium Income
65337,ea54840ba8a54a098de60d39fc533d51,F,74.0,66000.0,Senior,Medium Income
65339,5f0e1a1858824e2fb5d0ffe530f520bf,M,49.0,91000.0,Middle Age,High Income
65347,ca4999d26e314cf6839ca5d941bfc85d,F,62.0,117000.0,Senior,High Income
65359,7920c1de943d4acfbb2ab5b623504125,Unknown,55.0,64000.0,Middle Age,Medium Income
65364,93668cdc66e24e769b363e4e7692056b,M,53.0,75000.0,Middle Age,Medium Income
65368,22b7db076ce44fd1926cdb1fd04013ff,F,82.0,74000.0,Senior,Medium Income
65391,c9c6eef28b41405891acd045ce2b9d62,M,71.0,91000.0,Senior,High Income
65412,816d4d12cff3412e9083f034badcf201,M,70.0,45000.0,Senior,Low Income
65416,2b69a8e9e0034b10acd605d3f32f03d1,M,73.0,33000.0,Senior,Low Income
65422,01380da907f8495496679c795867790b,F,86.0,73000.0,Senior,Medium Income
65429,e9f332161dd842eaaf32252c8c231e6d,F,88.0,50000.0,Senior,Medium Income
65452,a4c2dd694269444085976f10b9b225f6,M,66.0,72000.0,Senior,Medium Income
65462,7ee0436c7abc4526a1d97f598701b4a8,M,66.0,58000.0,Senior,Medium Income
65473,4a63ea5abbb1401e877d73e7e9398e13,M,51.0,39000.0,Middle Age,Low Income
65477,04837bcb97e241769a747cd71c50fe2f,M,71.0,45000.0,Senior,Low Income
65487,129a650c4d0c4346b5155c0fe2e1fb23,M,81.0,81000.0,Senior,High Income
65489,27dcaf139e2f42cc8325f09ea090cdf9,F,54.0,107000.0,Middle Age,High Income
65491,98e39d45023d4ecabec274f5678d8e61,F,55.0,35000.0,Middle Age,Low Income
65505,39946f79aeb948d1be8a62ac68bf66df,Unknown,55.0,64000.0,Middle Age,Medium Income
65509,eba9168747a24f3ba088dd67534f5c87,F,93.0,64000.0,Senior,Medium Income
65523,f02befd06b664d4283bb28d3e4cdac03,M,44.0,50000.0,Middle Age,Medium Income
65539,64f242d712a44375b735ad8a8135228a,M,55.0,52000.0,Middle Age,Medium Income
65548,0dc85918181e4c3eb0e412d37fa8a552,F,71.0,116000.0,Senior,High Income
65565,a34313f47d9a4c9381937c4d778a49e3,M,73.0,54000.0,Senior,Medium Income
65577,08f478cb589a4dcb882a079b1ccffc20,Unknown,55.0,64000.0,Middle Age,Medium Income
65594,bd3714abf1654f58939f379f88378882,M,61.0,56000.0,Senior,Medium Income
65598,68154504800c4e51a52accf34f155ff5,M,72.0,66000.0,Senior,Medium Income
65599,e68a086b7a6a4dc3b900ee06c6a38fe6,F,64.0,95000.0,Senior,High Income
65612,5372ee6f2b524b36b4d7008e4e120f72,M,51.0,30000.0,Middle Age,Low Income
65620,c7c7c25b89bc43a79dfce16e7abda327,M,81.0,84000.0,Senior,High Income
65623,8c8aab35a805417b9f818afd497f26a4,M,63.0,71000.0,Senior,Medium Income
65625,1c57a581a7a24d39a617122b5cb35747,Unknown,55.0,64000.0,Middle Age,Medium Income
65627,0ae29213aca44708a61a65ddac56b0d1,F,58.0,104000.0,Middle Age,High Income
65644,aa9303d66b0c4a6a841d4c7d71c5383f,F,30.0,51000.0,Young,Medium Income
65653,280288f242a04a76a154edc65c315d82,F,78.0,92000.0,Senior,High Income
65661,4d9ed306dc8e4225abdc7e834a8a65f6,Unknown,55.0,64000.0,Middle Age,Medium Income
65664,9a30ad4712a341e5be025cf0f96d7ee3,F,100.0,42000.0,Senior,Low Income
65674,4ef68b2af4dd4e088bacf5b790bffd6f,M,20.0,49000.0,Young,Low Income
65682,4b4e9b38af2a492ebc9af02ea88a44b9,F,48.0,60000.0,Middle Age,Medium Income
65715,7ef823f67ccd43a499f365d896e779b2,F,92.0,72000.0,Senior,Medium Income
65720,afbd8b37aaa041ea8c166d348ea0f2db,M,22.0,48000.0,Young,Low Income
65722,64257cb56316491fae38e62f2687a66c,Unknown,55.0,64000.0,Middle Age,Medium Income
65723,569bd9890e74463f84e96f4b4951f45a,F,48.0,118000.0,Middle Age,High Income
65727,fea7f0873bb046ea90e6afdf963f8679,M,65.0,35000.0,Senior,Low Income
65732,6a9bf46cabbe4420b66e595caf57538d,F,50.0,95000.0,Middle Age,High Income
65733,6fe3abd5fa1e4914b9e04ba3d8d0de3f,M,70.0,73000.0,Senior,Medium Income
65749,3a02d786fbc143edb257665ad54c5c09,Unknown,55.0,64000.0,Middle Age,Medium Income
65754,e4c7eb36bf7a40dcb0ca0fc233d0ba6e,F,37.0,66000.0,Middle Age,Medium Income
65757,5b6a385fbe5741c7b9ba20f9227bcda1,M,26.0,51000.0,Young,Medium Income
65758,043b6b6be98c412d901f7f376e0548d0,M,73.0,77000.0,Senior,Medium Income
65764,7789e842ce3842b981e853caf9368d06,F,72.0,70000.0,Senior,Medium Income
65769,4a4d6200c3fb49ffa5a6cb3fbb19073d,F,66.0,79000.0,Senior,Medium Income
65778,22d289f1beb24a989d9f3dbe8a6f4caf,M,64.0,53000.0,Senior,Medium Income
65784,2e33545f0a764d27b2ccff95fc8d72c4,M,48.0,64000.0,Middle Age,Medium Income
65785,9215974995e746d79398eb22de1c9742,M,47.0,45000.0,Middle Age,Low Income
65801,a65353ea28ff442aabfb39eb974326e3,M,85.0,96000.0,Senior,High Income
65802,d613ca9c59dd42f497bdbf6178da54a7,F,47.0,68000.0,Middle Age,Medium Income
65821,e340cbf00a914f0c958577c0af36ed8a,M,52.0,34000.0,Middle Age,Low Income
